claim,Gaza,Gun Control,Racial Justice,Abortion,Immigration,Healthcare,Workers,Environment,Trump,LGBTplus,Musk
against racism,0.0,,1.0,,,,,,,,
against corruption,0.0,,1.0,,,,,,,,
against Chase Bank's continuing funding for fossil fuel projects,0.0,,,,,,,1.0,,,
for climate action,0.0,,,,,,,1.0,,,
against U.S. Representative Jake Auchincloss's support for Israel,1.0,,,,,,,,,,
for arms embargo on Israel,1.0,,,,,,,,,,
against Israel's attacks on the West Bank,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for immigrants rights,0.0,,,,1.0,1.0,,,,,
against mass deportations,0.0,,,,1.0,1.0,,,,,
for healthcare and unemployment insurance for undocumented immigrants,0.0,,,,1.0,1.0,,,,,
for announcing that Penn associates and postdocs have reached majority support to unionize,0.0,,,,,,1.0,,,,
for a contract entailing better pay better benefits better job security and better protections for international workers,0.0,,,,,,1.0,,,,
against U.S. Senator Mark Kelly's support for Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against delays in recognition of graduate student workers' union at University of Rochester,0.0,,,,,,1.0,,,,
for collective bargaining rights,0.0,,,,,,1.0,,,,
for transgender peoples' rights,0.0,,,,,,,,,1.0,
for trans unity,0.0,,,,,,,,,1.0,
for state legislation to save and restore the Great Salt Lake,0.0,,,,,,,1.0,,,
for environmental conservation,0.0,,,,,,,1.0,,,
for transgender peoples' rights,0.0,,,,,,,,,1.0,
for trans unity,0.0,,,,,,,,,1.0,
against immigrant deportations,0.0,,1.0,,,,,,,,
against fascism,0.0,,1.0,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
against xenophobia,0.0,,1.0,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against U.S. and Israeli imperialism in the Middle East,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,0.0,,,,1.0,,,,,,
for freeing all detained migrants,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
for collective bargaining rights and unionization for restaurant workers,0.0,,,,,,1.0,,,,
against union-busting at Rasika restaurant,0.0,,,,,,1.0,,,,
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,,,,
for divesting Chevron from Tamar and Leviathan gas fields,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for justice for jailed or imprisoned J6 participants,0.0,,,,,,,,,,
for patriotism,0.0,,,,,,,,,,
for Christian values,0.0,,,,,,,,,,
against a seminar hosted by the Elliott School about NATOÃÂ¢ÃÂÃÂs agenda on emerging and disruptive technology,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against the Democratic Party's failure to act to mitigate climate change,0.0,,,,,,,1.0,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for higher pay for campus workers at University of North Carolina,0.0,,,,,,1.0,,,,
for climate action,0.0,,,,,,,1.0,,,
against U.S. militarism,0.0,,,,,,,1.0,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for humanitarian assistance to Palestinians,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and ICE raids,0.0,,,,1.0,,,,,,
in mourning for all victims of violence,0.0,,,,,,,,,,
against war,0.0,,,,,,,,,,
in defense of civil liberties,0.0,,,,,,,,,,
against anti-Islamic and anti-Semitic and anti-Hawaiian and all other forms of discrimination,0.0,,,,,,,,,,
for peace through justice in Hawai'i and around the world,0.0,,,,,,,,,,
against Mayor John Whitmire's support for Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against police violence,0.0,,1.0,,,,,,,,
for police accountability,0.0,,1.0,,,,,,,,
for radical change,0.0,,1.0,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and ICE raids,0.0,,,,1.0,,,,,,
for keeping Los Angeles a sanctuary city for migrants,0.0,,,,1.0,,,,,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
against Israel's war on Gaza and Lebanon,1.0,,,,,,,,,,
against U.S. aid to Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for ending U.S. aid to Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
for ceasefire in Israel/Palestine,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,1.0,,,,,,1.0,,
against ICE,0.0,,1.0,,,,,,1.0,,
against President Trump,0.0,,1.0,,,,,,1.0,,
against racism,0.0,,1.0,,,,,,1.0,,
against Tel Aviv University's presence in New Jersey,1.0,,,,,,,,,,
for arms embargo on Israel,1.0,,,,,,,,,,
for humanitarian aid in Gaza,1.0,,,,,,,,,,
for ending Israel's attacks on Lebanon and Gaza and the West Bank,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Brooklyn Board of Elections' failure to properly count write-in votes for Hind Rajab in 2024 elections,1.0,,,,,,,,,,
in remembrance of lives lost in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
for permanent ceasefire in Gaza,1.0,,,,,,,,,,
against genocide and occupation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for ending U.S. aid to Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for a ceasefire in Gaza,1.0,,,,,,,,,,
for arms embargo on Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for peace and justice,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
for peace,0.0,1.0,1.0,,,,,1.0,,,
against war,0.0,1.0,1.0,,,,,1.0,,,
for banning nuclear weapons,0.0,1.0,1.0,,,,,1.0,,,
for ending gun violence,0.0,1.0,1.0,,,,,1.0,,,
for racial justice,0.0,1.0,1.0,,,,,1.0,,,
for gender justice,0.0,1.0,1.0,,,,,1.0,,,
for protecting the environment from unchecked climate change,0.0,1.0,1.0,,,,,1.0,,,
for climate action,0.0,,,,,,,1.0,,,
for immediate and permanent ceasefire in Gaza,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
for peace,0.0,,,,,,,1.0,,,
for police accountability,0.0,,,,,,,1.0,,,
for climate justice,0.0,,,,,,,1.0,,,
against racism,1.0,,1.0,,,,,,,,
against police brutality,1.0,,1.0,,,,,,,,
for Indigenous peoples' rights,1.0,,1.0,,,,,,,,
for Palestinian liberation,1.0,,1.0,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations,0.0,,,,1.0,,1.0,,,,
against ICE raids on local workers,0.0,,,,1.0,,1.0,,,,
for Palestinian liberation,1.0,,,,,,,1.0,,,
for climate action,1.0,,,,,,,1.0,,,
for state legislation to save and restore the Great Salt Lake,0.0,,,,,,,1.0,,,
for environmental conservation,0.0,,,,,,,1.0,,,
for immediate and permanent ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for holding San Pablo police officer Jonah Norman accountable for hit-and-run incident,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
for police accountability,0.0,,1.0,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,,,,
for boycotting Chevron,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ending use of fossil fuels,0.0,,,,,,,1.0,,,
for climate action,0.0,,,,,,,1.0,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,0.0,,,,1.0,,,,,,
for freeing all detained migrants,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
against College Republicans United event at Arizona State University featuring ICE,0.0,,,,1.0,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against fascism,0.0,,,,1.0,,,,,,
against white supremacy,0.0,,,,1.0,,,,,,
against antisemitism,0.0,,,,1.0,,,,,,
for ending Israel's occupation of Palestine,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,1.0,,,,,,1.0,,
against ICE,0.0,,1.0,,,,,,1.0,,
against President Trump,0.0,,1.0,,,,,,1.0,,
against racism,0.0,,1.0,,,,,,1.0,,
for justice for jailed or imprisoned J6 participants,0.0,,,,,,,,,,
for patriotism,0.0,,,,,,,,,,
for Christian values,0.0,,,,,,,,,,
against the Democratic Party's failure to act to mitigate climate change,0.0,,,,,,,1.0,,,
against racism,0.0,,1.0,,,,,,,,
in solidarity with the Black Lives Matter movement,0.0,,1.0,,,,,,,,
against Textron Aviation's complicity in genocide in Gaza and support for police and border surveillance in the U.S.,1.0,,,,1.0,,,,,,
for Palestinian liberation,1.0,,,,1.0,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,1.0,,1.0,,,,,,,1.0,
against U.S. imperialism,1.0,,1.0,,,,,,,1.0,
against racism,1.0,,1.0,,,,,,,1.0,
againt anti-trans legislation and violence,1.0,,1.0,,,,,,,1.0,
for Palestinian liberation,1.0,,1.0,,,,,,,1.0,
for permanent ceasefire in Gaza and West Bank,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
in remembrance of Palestinians killed in Gaza,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against systemic racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
against inequality,0.0,,1.0,,,,,,,,
for human rights,0.0,,1.0,,,,,,,,
for peace,0.0,,1.0,,,,,,,,
for compassion,0.0,,1.0,,,,,,,,
for love,0.0,,1.0,,,,,,,,
for peace and justice,0.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against immigrant deportations and family separations,1.0,,,,1.0,,,,,,
for Palestinian liberation,1.0,,,,1.0,,,,,,
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,,,,
for boycotting Chevron,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against march for trans rights,0.0,,,,,,,,,1.0,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
for mass deportation,0.0,,,,1.0,,,,,,
against illegal immigration,0.0,,,,1.0,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
in solidarity with immigrants,0.0,,,,1.0,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
in support of Donald Trump's immigration policies,0.0,,,,1.0,,,,1.0,,
against pro-immigrants demonstration,0.0,,,,1.0,,,,1.0,,
for justice for Jimmy Lopez,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
for police accountability,0.0,,1.0,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against President Trump's immigration policies,0.0,,,,1.0,,,,1.0,,
against ICE,0.0,,,,1.0,,,,1.0,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against Donald Trump's immigration policies,0.0,,,,1.0,,,,1.0,,
against Missouri Illegal Alien Certified Bounty Hunter Program Senate Bill 72 and Senate Bill 58,0.0,,,,1.0,,,,1.0,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against Donald Trump's policies,0.0,,,,,,,,1.0,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for remembering the animals in unsanitary conditions at Marlin Animal Center,0.0,,,,,,,,,,
for justice for the Marlin dogs,0.0,,,,,,,,,,
against animal abuse,0.0,,,,,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for peace,0.0,,,,,,,,,,
against war and injustice,0.0,,,,,,,,,,
for immigrants' rights,0.0,,,,1.0,,,,1.0,,
against President Trump,0.0,,,,1.0,,,,1.0,,
against executions of political prisoners in Iran,0.0,,,,,,,,,,
for democracy and human rights in Iran,0.0,,,,,,,,,,
against immigrant deportations and family separation,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against President Trump's executive orders,0.0,,,,1.0,1.0,,1.0,1.0,1.0,
for immigrants' rights,0.0,,,,1.0,1.0,,1.0,1.0,1.0,
for trans and queer youth,0.0,,,,1.0,1.0,,1.0,1.0,1.0,
for reproductive justice,0.0,,,,1.0,1.0,,1.0,1.0,1.0,
for environmental justice,0.0,,,,1.0,1.0,,1.0,1.0,1.0,
for universal health care,0.0,,,,1.0,1.0,,1.0,1.0,1.0,
against white supremacy,1.0,,,,,,,1.0,,,
for Palestinian liberation,1.0,,,,,,,1.0,,,
for environmental justice,1.0,,,,,,,1.0,,,
for democracy,1.0,,,,,,,1.0,,,
for peace,1.0,,,,,,,1.0,,,
against U.S. support for Israel,1.0,,,,,,,,,,
against Zionism,1.0,,,,,,,,,,
for accountability for Israel's war crimes in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separation,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,,,
against pro-immigrant rally,0.0,,,,1.0,,,,,,
for permanent and unconditional ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,,,,
for boycotting Chevron,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against President Trump,0.0,,,1.0,1.0,,,,1.0,1.0,
for immigrant rights,0.0,,,1.0,1.0,,,,1.0,1.0,
for women's rights,0.0,,,1.0,1.0,,,,1.0,1.0,
for education,0.0,,,1.0,1.0,,,,1.0,1.0,
for LGBTQ+ rights,0.0,,,1.0,1.0,,,,1.0,1.0,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against the establishment of possible ICE facility in Pflugerville,0.0,,,,1.0,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against ICE,0.0,,,,1.0,,,,,,
in support of Donald Trump's immigration policies,0.0,,,,1.0,,,,1.0,,
against anti-ICE demonstration,0.0,,,,1.0,,,,1.0,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
against the suffering of families and children in Gaza,1.0,,,,,,,,,,
for permanent ceasefire in Gaza,1.0,,,,,,,,,,
for lifting Israel's siege on Gaza,1.0,,,,,,,,,,
for ending Israel's occupation of Palestine,1.0,,,,,,,,,,
Palestinian liberation,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,1.0,,,
for boycotting Chevron,1.0,,,,,,,1.0,,,
for Palestinian liberation,1.0,,,,,,,1.0,,,
for climate action,1.0,,,,,,,1.0,,,
against L3Harris and other weapons manufacturers,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
for peace and justice in Gaza and everywhere,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for immigrants' rights,0.0,,,,1.0,,,,,,
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,,,,
for boycotting Chevron,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
for ceasefire in Ukraine,0.0,,,,,,,,,,
for withdrawing Russian troops from Ukraine,0.0,,,,,,,,,,
against NATO expansion,0.0,,,,,,,,,,
for peace,0.0,,,,,,,,,,
against Chase Bank's continuing funding for fossil fuel projects,0.0,,,,,,,1.0,,,
for climate action,0.0,,,,,,,1.0,,,
for reform in New York stateÃÂ¢ÃÂÃÂs prisons,0.0,,,,,,,,,,
for accountability within correctional facilities,0.0,,,,,,,,,,
for justice for Edward Sholtz and Robert Brooks,0.0,,,,,,,,,,
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,0.0,,,,1.0,,,,,,
for freeing all detained migrants,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
for Palestinians' right of return,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for release of Dr. Hussam Abu Safiya and other Palestinian healthcare workers held by Israel,1.0,,,,,1.0,1.0,,,,
in remembrance of Hind Rajab,1.0,,,,,1.0,1.0,,,,
for Palestinian liberation,1.0,,,,,1.0,1.0,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against ICE raids,0.0,,,,1.0,,,,,,
for permanent ceasefire in Gaza,1.0,,,,,,,,,,
against U.S. military aid to Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
for justice for jailed or imprisoned J6 participants,0.0,,,,,,,,,,
for patriotism,0.0,,,,,,,,,,
for Christian values,0.0,,,,,,,,,,
against President Trump and Elon Musk's cooptation of U.S. Office of Personnel Management,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
against corruption,0.0,,,,,,,,1.0,,1.0
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,,,,
for boycotting Chevron,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
against Israel's attacks on Lebanon,1.0,,,,,,,,,,
for arms embargo on Israel,1.0,,,,,,,,,,
in support of BDS movement,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for permanent ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
against immigrant rights demonstration,0.0,,,,1.0,,,,,,
against Chevron's complicity in genocide in Gaza,1.0,,,,,,,,,,
for boycotting Chevron,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for peace and justice in a nuclear-free world,0.0,,,,,,,,,,
against immigrant deportations and family separations,0.0,,,,1.0,,,,,,
